Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Kajsa,Berg,Furustigen 54,Helsingborg,38908,Sverige,SE,19971116-4694,+46,08-240 31 86,1997-11-16,True
Helge,Johansson,Industrivägen 705,Uppsala,17509,Sverige,SE,19650806-9259,+46,08-86 73 60,1965-08-06,True
Angela,Jones,Christian Tunnel 097,New Angelamouth,42076,Danmark,DK,19660614-2804,+45,(436)396-6420,1966-06-14,True
Lise,Arnesen,Amundsenbakken 5,Arnesen,7793,Norge,NO,19970612-8291,+47,59213716,1997-06-12,True
Christoffer,Johansson,Storgatan 19,Falun,50921,Sverige,SE,19660913-9001,+46,021-47 66 87,1966-09-13,True
Walter,Hughes,Jenkins Turnpike 8484,South Jonathanport,02521,Danmark,DK,19690919-6560,+45,(902)540-6302x42873,1969-09-19,True
Teresa,Gonzalez,Kathleen Ramp 41061,North Shelbyfurt,12518,Danmark,DK,19800616-1822,+45,570.675.0930x936,1980-06-16,True
Peter,Mooney,Sellers Loop 40277,North Lisashire,86375,Danmark,DK,19430517-7751,+45,5494623399,1943-05-17,True
Catarina,Sundberg,Parkvägen 24,Helsingborg,59934,Sverige,SE,19920118-4014,+46,+46 (0)8 138 568 04,1992-01-18,True
Jens,Tveit,Vikflata 23,Jenssen,8454,Norge,NO,19600917-2241,+47,82 75 85 77,1960-09-17,True
Jan,Andersson,Järnvägsstigen 806,Alingsås,32411,Sverige,SE,19960318-7879,+46,029-638 71 17,1996-03-18,True
Brittany,Crawford,Michael Land 605,East Kimberly,98473,Danmark,DK,19840301-1742,+45,+1-336-535-6188x453,1984-03-01,True
Henrik,Martinsen,Hauglandhaugen 5,Johnsen,5095,Norge,NO,19601212-5883,+47,67193917,1960-12-12,True
Marius,Hauge,Brekkebakken 080,Elivåg,0089,Norge,NO,19740221-0228,+47,66863671,1974-02-21,True
Jørgen,Simonsen,Amundsenløkka 7B,Engen,5074,Norge,NO,19441224-8547,+47,+47 85 49 69 49,1944-12-24,True
Per,Blom,Backgatan 9,Luleå,97872,Sverige,SE,19730204-7269,+46,0870-341 20,1973-02-04,True
Margareta,Gustafsson,Järnvägsvägen 99,Östersund,78199,Sverige,SE,19990523-8601,+46,+46 (0)711 674 23,1999-05-23,True
Erik,Norberg,Storstigen 8,Helsingborg,23173,Sverige,SE,19500929-2598,+46,+46 (0)296 731 58,1950-09-29,True
Gerd,Berge,Lundespranget 8,Bakke,4485,Norge,NO,19401120-7243,47,459 58 173,1940-11-20,True
Elisabeth,Gustavsson,Ringgatan 8,Karlskrona,70784,Sverige,SE,19770911-2972,+46,092-73 23 86,1977-09-11,True
Göran,Lundberg,Storgatan 13,Stockholm,35275,Sverige,SE,19701215-4584,+46,+46 (0)8 469 089 13,1970-12-15,True
Birgitta,Olsson,Trädgårdsvägen 9,Trollhättan,13245,Sverige,SE,19700217-0222,+46,08-451 536 36,1970-02-17,True
Jacob,Jacobson,Ball Parkways 130,Lake Rhonda,63859,Danmark,DK,19540504-2350,+45,478-395-5081x7352,1954-05-04,True
Jessica,Karlsson,Gengatan 5,Göteborg,50317,Sverige,SE,19890901-5643,+46,+46 (0)900 958 24,1989-09-01,True
Harald,Amundsen,Hellandengen 9,Lie,9395,Norge,NO,19780709-3196,+47,95862828,1978-07-09,True
Leif,Johansson,Fabriksvägen 7,Växjö,68527,Sverige,SE,19660202-3997,+46,+46 (0)8 997 982 25,1966-02-02,True
Carina,Falk,Grangatan 4,Kalmar,85230,Sverige,SE,19820820-7115,+46,08-800 273 04,1982-08-20,True
Anna,Andersson,Stortorget 085,Borlänge,57888,Sverige,SE,19650120-8102,+46,0957-668 47,1965-01-20,True
Erik,Aronsson,Furugränd 41,Uddevalla,95934,Sverige,SE,19400922-8698,+46,+46 (0)8 735 790 37,1940-09-22,True
Rickard,Lindholm,Ringstigen 765,Jönköping,39142,Sverige,SE,19830518-8703,+46,0990-464 07,1983-05-18,True
Martin,Dahlgren,Furugatan 712,Motala,10773,Sverige,SE,19730401-6636,+46,067-002 09 67,1973-04-01,True
Markus,Heino,Agroksenkatu 6,Porvoo,99041,Finland,FI,19731109-739E,+358,+358 410781981,1973-11-09,True
Anssi,Laine,Otermankatu 340,Vaala,75639,Finland,FI,19430205-173A,+358,0870360809,1943-02-05,True
Maria,Jakobsson,Ekgatan 64,Ängelholm,79907,Sverige,SE,19720206-3866,+46,044-487 45 25,1972-02-06,True
Johanna,Karlsson,Ängsgränd 24,Skövde,14091,Sverige,SE,19510114-8090,+46,08-145 543 18,1951-01-14,True
Ingvar,Olsson,Kyrkogatan 933,Skövde,98965,Sverige,SE,19420402-1245,+46,+46 (0)245 962 20,1942-04-02,True
Alice,Andersson,Idrottstorget 091,Piteå,39606,Sverige,SE,19530214-7180,+46,08-365 303 24,1953-02-14,True
Sigrid,Isaksson,Fabriksgatan 4,Karlstad,81285,Sverige,SE,19720512-6107,+46,098-28 94 12,1972-05-12,True
Reidun,Haugen,Alistykket 08,Vik,0402,Norge,NO,19650427-2294,+47,24614656,1965-04-27,True
Anders,Madsen,Fredriksenroa 7,Paulsen,3406,Norge,NO,19530908-2591,+47,87 98 30 34,1953-09-08,True
Amanda,Garcia,Carey Haven 942,Craigton,76655,Danmark,DK,19610508-3020,+45,001-891-715-0842x899,1961-05-08,True
Lars,Jensen,Fredriksenringen 7,Jørgensen,2701,Norge,NO,19950116-7567,+47,+4784184002,1995-01-16,True
Matilda,Samuelsson,Ringvägen 05,Sundsvall,41815,Sverige,SE,19631106-3748,+46,064-473 62 97,1963-11-06,True
Gunvor,Vikström,Åkerstigen 804,Växjö,30654,Sverige,SE,19531110-8741,+46,+46 (0)592 269 61,1953-11-10,True
Bengt,Eriksson,Grangatan 8,Lidköping,43716,Sverige,SE,19740102-1253,+46,0635-577 99,1974-01-02,True
Agneta,Gustavsson,Parkvägen 196,Östersund,45136,Sverige,SE,19500202-3598,+46,+46 (0)95 07 05 30,1950-02-02,True
Jenny,Myklebust,Gundersenlunden 9,Gunnarstad,8629,Norge,NO,19631213-1266,+47,19 11 95 00,1963-12-13,True
Irma,Boström,Genstigen 044,Malmö,36065,Sverige,SE,19640827-4342,+46,076-15 88 18,1964-08-27,True
Else,Danielsen,Olsenvollen 1,Mariannedal,8755,Norge,NO,19790309-7658,+47,48469034,1979-03-09,True
Amanda,Jakobsson,Parkgränd 4,Piteå,79578,Sverige,SE,20000626-9247,+46,+46 (0)8 901 682 05,2000-06-26,True
Elina,Rissanen,Betleheminpolku 4,Hirvensalmi,64072,Finland,FI,19680624-696V,+358,+358690182816,1968-06-24,True
Carl,Larsson,Ringvägen 628,Linköping,18612,Sverige,SE,19940409-4009,+46,+46 (0)659 416 31,1994-04-09,True
Johanna,Salminen,Ilkankuja 8,Lappeenranta,36300,Finland,FI,19950502-2766,+358,078 264 0632,1995-05-02,True
Karl,Pettersson,Parkgatan 768,Umeå,21368,Sverige,SE,19830905-4343,+46,018-542 45 20,1983-09-05,True
Anna,Gustavsson,Ringtorget 21,Piteå,63867,Sverige,SE,19931226-6494,+46,0811-197 93,1993-12-26,True
Mikael,Laaksonen,Urpubulevardi 5,Leppävirta,05591,Finland,FI,19740814-356K,+358,+358 067779083,1974-08-14,True
Gregory,Payne,Hunter Wall 564,Port Jamie,26197,Danmark,DK,19670326-7638,+45,(256)365-2307x029,1967-03-26,True
Emilie,Hanssen,Strømmarka 3G,Olsen,2994,Norge,NO,19930407-9121,+47,43954301,1993-04-07,True
Marie,Larsson,Kyrkgränd 6,Falun,70826,Sverige,SE,19621205-0788,+46,0770-38 17 28,1962-12-05,False
Margareta,Jonsson,Strandgatan 92,Helsingborg,65998,Sverige,SE,19941214-1080,+46,+46 (0)751 996 17,1994-12-14,True
Alexander,Gulbrandsen,Martinsenhaugen 2,Trinehavn,5880,Norge,NO,19681114-3546,+47,92209605,1968-11-14,True
Charlotte,Gilmore,Joshua Point 22029,Lovetown,89186,Danmark,DK,19630504-6293,+45,626.546.0161x799,1963-05-04,True
Leif,Jansson,Storvägen 5,Alingsås,80240,Sverige,SE,19960813-9625,+46,08-605 238 20,1996-08-13,True
Camilla,Adolfsson,Storgränd 695,Skellefteå,37064,Sverige,SE,19600308-0993,+46,+46 (0)78 50 17 74,1960-03-08,True
Rolf,Wallin,Industrigränd 5,Mölndal,31704,Sverige,SE,19700202-0117,+46,0708-22 95 04,1970-02-02,True
Anneli,Tuomi,Dosentinbulevardi 81,Lapinjärvi,44679,Finland,FI,19900523-053Y,+358,0938470647,1990-05-23,True
Aud,Strøm,Bakkenroa 9,Holm,0516,Norge,NO,19450923-3959,+47,+47 14 78 71 16,1945-09-23,True
Lilja,Lindqvist,Kimmontie 7,Vantaa,79091,Finland,FI,19561217-1081,+358,+358682126014,1956-12-17,True
Elisabet,Karlsson,Björkgränd 8,Linköping,56946,Sverige,SE,19500211-5144,+46,+46 (0)416 668 22,1950-02-11,False
Hege,Simonsen,Auneåsen 97,Paulsen,6773,Norge,NO,19890305-1804,+47,32 83 34 12,1989-03-05,True
Rune,Fredriksson,Industrigatan 843,Lidköping,63918,Sverige,SE,19711218-9258,+46,08-19 26 27,1971-12-18,True
Cecilia,Svensson,Idrottsgatan 98,Gävle,82306,Sverige,SE,19490916-8722,+46,+46 (0)150 698 11,1949-09-16,True
Inge,Ekström,Strandtorget 376,Östersund,20146,Sverige,SE,19830528-6126,+46,+46 (0)8 113 882 91,1983-05-28,True
Margareta,Andersson,Ringgatan 413,Linköping,52111,Sverige,SE,19490104-0226,+46,0986-182 34,1949-01-04,True
Anna,Petersson,Ängsvägen 82,Lund,10561,Sverige,SE,19640828-2758,+46,0402-42 88 34,1964-08-28,True
Karoline,Gundersen,Engengata 6,Bakke,1848,Norge,NO,19571107-3099,+47,42011458,1957-11-07,True
Christian,Aas,Pettersentjernet 324,Martinmark,9598,Norge,NO,19730614-6445,+47,95453277,1973-06-14,True
Siv,Amundsen,Johansenekra 70,Wencheborg,2727,Norge,NO,19830423-2575,+47,91261246,1983-04-23,True
Petter,Sæther,Solbergstykket 7,Markusodden,2397,Norge,NO,19490908-5259,+47,06801519,1949-09-08,True
Jeffery,Huynh,Jake Row 273,Tylerville,90736,Danmark,DK,19560402-4515,+45,+1-809-822-6898x27964,1956-04-02,True
Heather,Mckee,Mays Fall 05447,South Amber,67311,Danmark,DK,19430122-5262,+45,001-443-231-0627x1240,1943-01-22,True
Lena,Larsson,Skogsstigen 6,Umeå,35935,Sverige,SE,19421127-5833,+46,+46 (0)180 958 81,1942-11-27,True
Matthew,Wilson,Mckee Greens 169,East Jamesview,82670,Danmark,DK,19680826-6533,+358,+1-743-635-9388x213,1968-08-26,True
Emanuel,Johansson,Industristigen 208,Borås,46444,Sverige,SE,20000125-7571,+46,+46 (0)8 036 961 21,2000-01-25,True
Patrick,Richardson,Curry Forge 08522,Pinedamouth,94507,Danmark,DK,19640131-9227,+45,(547)899-3700,1964-01-31,True
Magnus,Gustafsson,Villavägen 814,Borlänge,76085,Sverige,SE,19961125-2617,+46,+46 (0)566 375 94,1996-11-25,True
Tobias,Johnsen,Sivertsenlia 3,Eirikhavn,3651,Norge,NO,19990715-3651,+47,451 25 917,1999-07-15,True
Aina,Nilsson,Industritorget 914,Sandviken,35322,Sverige,SE,19441029-5751,+46,0013-66 63 05,1944-10-29,True
Gerd,Öhman,Parkstigen 2,Landskrona,88808,Sverige,SE,19640404-3338,+46,+46 (0)22 87 72 22,1964-04-04,True
Milla,Jokinen,Jägerhorninkatu 8,Multia,27657,Finland,FI,19910214-456J,+358,+358373273793,1991-02-14,True
Berit,Erlandsson,Stationsvägen 5,Uddevalla,10339,Sverige,SE,19600402-0619,+46,008-40 04 01,1960-04-02,True
Laura,Laurila,Santerlanbulevardi 1,Asikkala,70300,Finland,FI,19960804-161X,+358,0080256373,1996-08-04,True
Ulla,Dahlgren,Idrottsgränd 7,Alingsås,34614,Sverige,SE,19960527-6671,+46,0052-092 08,1996-05-27,True
Margaretha,Blomberg,Idrottsstigen 0,Lidköping,48248,Sverige,SE,19610123-1611,+46,+46 (0)8 479 424 42,1961-01-23,True
Fredrik,Andersson,Granvägen 2,Trelleborg,74483,Sverige,SE,19680126-8068,+46,0481-277 02,1968-01-26,True
Glenn,Alexander,Hampton Underpass 9953,West Stephanietown,60059,Danmark,DK,19940918-8652,+45,413-296-9290,1994-09-18,True
Ingvar,Moberg,Genstigen 6,Stockholm,77498,Sverige,SE,19531014-6047,+46,+46 (0)72 52 93 58,1953-10-14,True
Maria,Moberg,Industritorget 1,Skellefteå,64448,Sverige,SE,19530130-7009,+46,08-720 43 61,1953-01-30,True
Barbro,Lindberg,Åkergatan 128,Malmö,24443,Sverige,SE,19800209-9834,+46,08-220 46 66,1980-02-09,True
Erik,Karlsson,Järnvägsgränd 51,Helsingborg,45339,Sverige,SE,19970426-8782,+46,093-42 03 80,1997-04-26,True
Jessica,Griffin,Davis Estate 118,West Kennethbury,90280,Danmark,DK,19960311-7078,+45,+1-846-373-1408x617,1996-03-11,True
Hans,Olsson,Järnvägsgatan 2,Skövde,49654,Sverige,SE,19490319-1200,+46,+46 (0)94 44 16 36,1949-03-19,True
Hilde,Martinsen,Engenekra 23,Åsevåg,0763,Norge,NO,19440609-9545,+47,981 28 563,1944-06-09,True
Ashley,Hicks,Gary Camp 989,Alvaradoview,98417,Danmark,DK,19630708-3332,+45,+1-918-310-1195x82020,1963-07-08,True
Carl,Persson,Industristigen 93,Karlskoga,40873,Sverige,SE,19700720-6116,+46,0296-231 98,1970-07-20,True
Linda,Johnson,Torres Turnpike 048,North Dawnburgh,19266,Danmark,DK,19620726-3933,+45,001-475-396-4457x76728,1962-07-26,True
Kurt,Johansson,Aspvägen 22,Karlskoga,60620,Sverige,SE,19921222-0647,+46,033-72 01 87,1992-12-22,True
Maria,Johnsson,Bäckstigen 119,Östersund,56395,Sverige,SE,19410625-5714,+46,0756-80 74 14,1941-06-25,True
Henrik,Klasson,Villagatan 83,Helsingborg,50819,Sverige,SE,19470424-4892,+46,0309-78 82 72,1947-04-24,True
Jan,Pettersson,Skolgränd 465,Lidingö,69765,Sverige,SE,20000527-2452,+46,020-356 39 41,2000-05-27,True
Douglas,Brown,Durham Gardens 8274,East Jasonchester,92577,Danmark,DK,19971012-6366,+45,654-814-8036x59683,1997-10-12,True
Cheryl,Prince,Richards Tunnel 29469,Christopherfort,42631,Danmark,DK,19740213-8553,+45,+1-989-236-1988,1974-02-13,True
Stefan,Falk,Villavägen 67,Karlstad,49291,Sverige,SE,19500716-4691,+46,08-20 21 33,1950-07-16,True
Manuel,Anderson,Amber Fall 294,Timothyside,66033,Danmark,DK,19811230-3659,+45,+1-931-669-0073x71202,1981-12-30,True
Ellen,Knudsen,Aashagen 5,Knutsen,2005,Norge,NO,19930617-6389,+46,61 04 28 48,1993-06-17,True
Lori,Howe,Lynch Lake 1074,North Kenneth,68927,Danmark,DK,19551221-8011,+45,001-471-672-0772,1955-12-21,True
Camilla,Johansson,Stationsgatan 58,Lund,68768,Sverige,SE,19860215-1862,+46,+46 (0)382 828 64,1986-02-15,True
Amanda,Armstrong,Andrea Ville 79292,Kelleyville,11594,Danmark,DK,19520626-0908,+45,001-911-974-5634x45125,1952-06-26,True
Maria,Bengtsson,Stationsgatan 06,Mölndal,77226,Sverige,SE,19450724-2896,+46,08-60 92 62,1945-07-24,True
Jeremy,Hughes,Burton Vista 38671,Hannahburgh,85339,Danmark,DK,19991021-3361,+45,623.983.4616x97357,1999-10-21,True
Maria,Nguyen,Johannessentoppen 07,Toregrunn,8318,Sverige,NO,19910624-2393,+47,94295800,1991-06-24,True
Katrina,Fisher,Rebecca Crest 092,North Janet,76120,Danmark,DK,19611028-4177,+45,001-720-298-3245x809,1961-10-28,True
Urban,Svensson,Backstigen 493,Östersund,94910,Sverige,SE,19500221-0870,+46,08-557 28 64,1950-02-21,True
Björn,Lindkvist,Parkvägen 755,Kristianstad,87368,Sverige,SE,19821115-4391,46,08-607 57 58,1982-11-15,True
Margareta,Holm,Industrivägen 89,Växjö,87717,Sverige,SE,19881203-7466,+46,+46 (0)8 130 011 47,1988-12-03,True
Jose,Warner,Massey Crossing 5234,Lake Roberthaven,77014,Danmark,DK,19481222-2947,+45,928-880-7569x14575,1948-12-22,True
Arne,Forsberg,Parktorget 69,Landskrona,67957,Sverige,SE,20000117-3546,+46,08-60 29 98,2000-01-17,True
Marie,Jonsson,Storgatan 07,Trelleborg,54446,Sverige,SE,19580205-0545,+46,0436-987 78,1958-02-05,True
Trine,Kristensen,Isakseneggen 90F,Jakobsen,5578,Norge,NO,19410402-6576,+47,73 25 14 40,1941-04-02,True
Ida,Norén,Kvarngränd 09,Norrköping,33935,Sverige,SE,19661231-2664,+46,043-138 07 61,1966-12-31,True
Mia,Koskela,Döbelninkuja 37,Forssa,72565,Finland,FI,19440408-292R,+358,+358299828762,1944-04-08,True
Danny,Stevenson,Price Corners 263,Brownburgh,50730,Danmark,DK,19950326-3630,+45,687-627-2275,1995-03-26,True
Erik,Petersson,Villagatan 835,Falun,61146,Sverige,SE,19970411-2558,+46,0437-21 94 36,1997-04-11,True
Jenny,Jansson,Åkerstigen 2,Uddevalla,36629,Sverige,SE,19900625-9868,+46,+46 (0)506 844 06,1990-06-25,True
Birger,Olsson,Gengatan 2,Ängelholm,64512,Sverige,SE,19730616-6069,+46,+46 (0)47 63 46 70,1973-06-16,True
Lovisa,Lindblom,Skoltorget 18,Lidköping,17829,Sverihe,SE,19840620-9403,+46,+46 (0)850 883 94,1984-06-20,True
Jørgen,Moe,Ødegårdmyra 46D,Myhre,4965,Norge,NO,19430429-0598,+47,+4764587622,1943-04-29,True
Elisabet,Karlsson,Nytorget 169,Linköping,81661,Sverige,SE,19560916-3969,+46,051-51 65 16,1956-09-16,True
Amy,Richardson,Gregory Cape 231,Kimberlyside,43844,Danmark,DK,19790919-3532,+45,230.845.3430x6834,1979-09-19,True
Margaretha,Larsson,Järnvägsgatan 547,Södertälje,24795,Sverige,SE,19910914-9111,+46,002-93 61 13,1991-09-14,True
Elizabeth,Mack,Sydney Rest 5959,North Ashleyview,42154,Danmark,DK,19910118-0049,+45,556.861.3373,1991-01-18,True
Lena,Johnsson,Skolstigen 651,Motala,42161,Sverige,SE,19880206-4265,+46,+46 (0)67 02 92 83,1988-02-06,True
Elina,Paavilainen,Laurinniitynpolku 4,Kotka,84705,Finland,FI,19820418-353P,+358,0379685766,1982-04-18,True
Jamie,Wiley,Bobby Mills 538,Port Theresahaven,08960,Danmark,DK,19700825-6096,+45,001-313-334-8200x7945,1970-08-25,True
Jessica,Andersson,Ängsvägen 576,Göteborg,15175,Sverige,SE,19990409-3602,+46,063-36 22 36,1999-04-09,True
Lilly,Hansson,Industrigatan 48,Nyköping,87678,Sverige,SE,19650512-5244,+46,0647-23 72 36,1965-05-12,True
Olivia,Martinez,Parker Manor 04586,Lake Leonard,54897,Danmark,DK,19800203-7237,+45,402.492.9011x4069,1980-02-03,True
Kristina,Larsson,Strandgatan 30,Örnsköldsvik,34518,Sverige,SE,19671201-6602,+46,0414-11 69 19,1967-12-01,True
Lars,Blom,Skolgatan 11,Eskilstuna,75811,Sverige,SE,19680523-8845,+46,08-216 39 70,1968-05-23,True
Lauren,Phillips,Kristina Radial 950,Gomezmouth,49945,Danmark,DK,19930213-9435,+45,+1-434-476-2291x55375,1993-02-13,True
Ingrid,Eriksson,Parkvägen 982,Gävle,18743,Sverige,SE,19631110-2909,+46,053-334 43 65,1963-11-10,True
Regina,Norman,Mckenzie Mission 3835,Granthaven,37097,Danmark,DK,19830513-0690,+45,572-202-4200x45153,1983-05-13,True
Sigrid,Strand,Eidefaret 34,Tveit,5041,Norge,NO,19801006-7663,+47,46435427,1980-10-06,True
Anders,Andersson,Aspstigen 93,Växjö,11785,Sverige,SE,19660106-6023,+46,+46 (0)54 39 84 14,1966-01-06,True
Simen,Birkeland,Engenskogen 5G,Lien,7888,Norge,NO,19520314-5434,+47,98749040,1952-03-14,True
Fredrik,Vik,Moenåsen 3,Ninaø,1433,Norge,NO,19491129-4637,+47,48517372,1949-11-29,True
Henna,Kovanen,Taavetti Laitisen kuja 2,Lemi,81329,Finland,FI,19921220-589B,+358,+358985920340,1992-12-20,False
Kenneth,Gunnarsson,Järnvägsgatan 10,Nyköping,25589,Sverige,SE,19400526-8968,+46,0661-748 29,1940-05-26,True
Anna,Andersson,Grantorget 0,Trollhättan,32755,Sverige,SE,19421229-3193,+46,049-48 39 56,1942-12-29,True
Katarina,Persson,Trädgårdsstigen 96,Motala,12009,Sverige,SE,19500509-1904,+46,08-967 58 78,1950-05-09,True
Göran,Larsson,Trädgårdsgränd 6,Trollhättan,61892,Sverige,SE,19850524-5419,+46,08-331 96 21,1985-05-24,True
Emilie,Gundersen,Bakkenmarka 15,Maysund,1818,Norge,NO,19910901-5113,+47,74 69 31 42,1991-09-01,True
Helge,Nilsen,Paulsenflata 9,Marifoss,2758,Norge,NO,19970625-2645,+47,94099366,1997-06-25,True
Samuel,Whitehead,Palmer Lock 06461,Alisonton,84767,Danmark,DK,19970806-4691,+45,+1-701-978-0916x85591,1997-08-06,True
Sara,Jensen,Edvardsenspranget 4,Johansen,6193,Norge,NO,19820309-1076,+47,92609060,1982-03-09,True
Lars,Madsen,Moealléen 48,Bentefoss,4970,Norge,NO,19460513-8066,+47,420 11 437,1946-05-13,True
Eva,Jacobsen,Antonsengjerdet 3,Julievær,5644,Norge,NO,19960714-7131,47,+47 66 14 71 42,1996-07-14,True
Maria,Larsson,Industrigatan 26,Gävle,68007,Sverige,SE,19490810-5636,+46,0713-456 51,1949-08-10,True
Heidi,Latvala,Orapihlajakatu 885,Savitaipale,62614,Finland,FI,19410115-388W,+358,(+358) 130908004,1941-01-15,True
Per,Karlsson,Furugränd 54,Borås,81757,Sverige,SE,19830805-0979,+46,041-23 18 27,1983-08-05,True
Ingemar,Olsson,Parkgränd 6,Motala,57454,Sverige,SE,19860903-8696,+46,+46 (0)909 364 61,1986-09-03,True
Heidi,Moen,Johansengata 24B,Hegefoss,9171,Norge,NO,19560702-3683,+47,93170189,1956-07-02,True
Kristoffer,Haugland,Lundkollen 78A,Olestrand,7570,Norge,NO,19560711-7307,+47,+4715091462,1956-07-11,True
Allan,Lindqvist,Trädgårdstorget 023,Kristianstad,27627,Sverige,SE,19710405-4685,+46,+46 (0)357 232 21,1971-04-05,True
Anders,Nyman,Trädgårdsgatan 3,Falun,90113,Sverige,SE,19620712-5192,+46,+46 (0)62 32 09 23,1962-07-12,True
Rachael,Mayer,Henry Landing 2566,Lake Paulton,07091,Danmark,DK,19491001-4305,+45,+1-529-784-1760x8569,1949-10-01,True
Gerhard,Jonsson,Åkervägen 767,Örebro,78451,Sverige,SE,19760814-8592,+46,081-37 90 40,1976-08-14,True
Michael,Gonzalez,Jenkins Summit 727,New Micheleville,22891,Danmark,DK,19491015-1808,+45,+1-791-308-9430x7223,1949-10-15,True
Trine,Knutsen,Bergetoppen 12E,Larsen,9148,Norge,NO,19670212-1420,+47,23687433,1967-02-12,True
Magnus,Berge,Ødegårdkroken 43C,Magnussund,1929,Norge,NO,19760928-2013,+47,489 31 397,1976-09-28,True
Hans,Palm,Åkergränd 797,Borlänge,72306,Sverige,SE,19431204-5346,+46,08-628 633 07,1943-12-04,True
Emily,Robinson,Hansen Springs 0334,West David,83772,Danmark,DK,19800229-7643,+45,+1-994-496-5268x849,1980-02-29,True
Cynthia,Garcia,Kari Loop 08398,East Mary,94833,Danmark,DK,19631023-5959,+45,001-203-678-2058x910,1963-10-23,True
Eva,Karlsson,Ringgatan 64,Karlskrona,95717,Sverige,SE,19680203-2687,+46,0642-037 16,1968-02-03,True
David,Johansson,Bäckgatan 0,Lidköping,76945,Sverige,SE,19890307-3814,+46,0008-421 89,1989-03-07,True
Bo,Svensson,Industritorget 575,Borås,51333,Sverige,SE,19550529-2006,+46,08-83 33 98,1955-05-29,True
Matilda,Svensson,Skolvägen 993,Borås,70514,Sverige,SE,19500424-4244,+46,081-32 51 83,1950-04-24,False
Berit,Pettersen,Simonsenjordet 7,Ritasjøen,0927,Norge,NO,19900805-2022,+47,89 81 35 87,1990-08-05,True
Courtney,Walsh,Brenda Island 6149,Hallstad,91789,Danmark,DK,19610110-9155,+45,001-933-300-8076x879,1961-01-10,True
Juhani,Huttunen,Bertha Pauligin katu 4,Rauma,88920,Finland,FI,19990418-6751,+358,+358964803633,1999-04-18,True
Sondre,Myklebust,Ahmedholtet 68,Linehavn,3676,Norge,NO,19560426-2060,+47,73851874,1956-04-26,True
Robert,Williams,Cortez Green 672,Kevinmouth,54094,Danmark,DK,19920618-4023,+45,(277)690-7029x5290,1992-06-18,True
Kristina,Eriksson,Fabrikstorget 916,Helsingborg,77658,Sverige,SE,20000409-3682,+46,08-632 099 30,2000-04-09,True
Rolf,Arnesen,Strandkroken 2,Olafjell,4393,Norge,NO,19981126-8415,+47,48367126,1998-11-26,True
Susan,Mcmillan,Hill Falls 56555,South Karenton,33760,Danmark,DK,19520804-2446,+45,437.488.3880x88976,1952-08-04,True
Iisakki,Räty,Tuohikoivuntie 341,Puolanka,77096,Finland,FI,19421108-393H,+358,043 806 5293,1942-11-08,True
Diana,Brown,Charles Lock 75140,North Jacqueline,90903,Danmark,DK,19830407-6283,+45,3073504344,1983-04-07,True
Jenny,Moen,Aasgropa 346,Myhre,6062,Norge,NO,19920223-3666,+47,94 98 89 96,1992-02-23,True
Sara,Pedersen,Johannessenåsen 17,Terjenes,3394,Norge,NO,19560519-3920,+47,74 34 91 10,1956-05-19,True
Ann,Ivarsson,Nygränd 42,Borås,80570,Sverige,SE,19531009-8213,+46,0849-25 87 56,1953-10-09,True
Elisabet,Magnusson,Parkvägen 8,Växjö,13215,Sverige,SE,19480611-1675,+46,049-274 60 83,1948-06-11,True
Ingemar,Gustafsson,Kvarngatan 426,Lidköping,85934,Sverige,SE,19870319-2957,+46,070-48 23 09,1987-03-19,True
Courtney,Smith,Williams Mission 64877,Christopherchester,66954,Danmark,DK,19860119-8860,+45,(751)492-0350x31349,1986-01-19,True
Anna,Högberg,Björktorget 67,Falun,33720,Sverige,SE,19460713-0644,+46,+46 (0)82 74 77 81,1946-07-13,True
Birgitta,Johansson,Åkergatan 17,Jönköping,24690,Sverige,SE,19791008-8538,+46,084-70 82 30,1979-10-08,True
Patricia,Rice,Long Park 2551,Thomasburgh,27367,Danmark,DK,19861024-4425,+45,(744)373-2692x33316,1986-10-24,True
Anna,Nyberg,Skogsstigen 27,Landskrona,25442,Sverige,SE,19760906-5030,+46,+46 (0)878 727 98,1976-09-06,True
Birgitta,Eriksson,Nygatan 58,Piteå,90692,Sverige,SE,19490911-0632,+46,+46 (0)164 319 89,1949-09-11,True
Eddie,Dyer,Ryan Landing 1019,Tammyside,61379,Danmark,DK,19541212-4830,+45,788-394-0869,1954-12-12,True
Johanna,Persson,Furuvägen 272,Landskrona,68426,Sverige,SE,19471023-9900,+46,0351-831 49,1947-10-23,True
Birger,Larsson,Industrivägen 33,Jönköping,96860,Sverige,SE,19861018-9750,+46,+46 (0)30 29 88 03,1986-10-18,True
Jari,Ranta,Agnetantie 589,Karkkila,09199,Finland,FI,20000219-3969,+358,+358 21 4971341,2000-02-19,True
Marte,Jensen,Johnsenvika 7F,Arnehamn,3444,Norge,NO,19420605-8789,+47,64333519,1942-06-05,True
Anna,Klasson,Kvarnstigen 7,Lidingö,33285,Sverige,SE,19820705-0611,+46,046-79 49 63,1982-07-05,True
Tom,Martinsen,Abrahamsenberget 5,Runeodden,2428,Norge,NO,19840126-0925,+47,18005025,1984-01-26,True
